## The log file based on the Model Trained on the Sample of Dense Trajectories output and LSTM.
epoch,acc,loss,val_acc,val_loss
0,0.16971279326680436,1.794789584124991,0.24537037037037038,1.7708302029856928
1,0.24281984287515945,1.7618978449943483,0.25462962962962965,1.7501426758589569
2,0.26370757102343806,1.7465224645778965,0.38888889330404774,1.7328788527735957
3,0.26631853715869214,1.7238378425179823,0.41666666556287696,1.7179479643150612
4,0.30809399399993936,1.709434731822101,0.37962962962962965,1.7031819776252464
5,0.33942558668923439,1.6955841210118785,0.39814814814814814,1.690762095981174
6,0.32898172238165652,1.6727085960129222,0.46759259480017201,1.6745102670457628
7,0.36553524741927262,1.6634403566778795,0.52777777998535724,1.6601010075321905
8,0.35509138318950761,1.6494487169205987,0.57870370370370372,1.6463122191252533
9,0.41775456825684631,1.6243999623754317,0.50925926146683864,1.6343590109436601
10,0.45691905880721367,1.6157503190302041,0.50925926146683864,1.6226144543400518
11,0.39947780577694469,1.6079846387121135,0.53703703924461643,1.6095918019612629
12,0.46214099115553475,1.5930469717742881,0.59722222222222221,1.5974015836362485
13,0.45430809025976115,1.5713442240309154,0.57870370591128317,1.5855018695195515
14,0.48563968761782733,1.5533641704380046,0.58333333554091282,1.5734124890080206
15,0.428198432642237,1.5594620197311082,0.58796296737812181,1.5620963661758989
16,0.4386422967941892,1.5439591426450963,0.6342592592592593,1.5514467071603846
17,0.50130548178371503,1.5148037662705305,0.64814814814814814,1.5389753447638617
18,0.47258485266184996,1.5142020127169458,0.62500000220757945,1.5284459326002333
19,0.45169712677014401,1.5218487704080328,0.63888889109646829,1.5187281370162964
20,0.4334203646014938,1.5126865401902958,0.63888889109646829,1.5095071792602539
21,0.47780678477673244,1.4981591801108018,0.64814815035572759,1.5008569470158331
22,0.49869451323626246,1.4749475471655942,0.63888888888888884,1.4901328616672092
23,0.47258485577436404,1.4688009232204826,0.67592592813350538,1.481648701208609
24,0.50913838003385159,1.4600756227503247,0.71296296517054236,1.472352972737065
25,0.4934725836892041,1.4534718190409808,0.68055555776313503,1.4634207928622212
26,0.4569190594297165,1.4483424976040116,0.67592592813350538,1.454365818588822
27,0.52480417645631194,1.4393104725655936,0.70370370811886263,1.4450070504788999
