## The log file of Trained Model using the Bag of words and LSTM.

epoch,acc,loss,val_acc,val_loss
0,0.15223880659288436,1.7877188091847434,0.17424242424242425,1.7860395619363496
1,0.17313432880301974,1.7856819860970796,0.21590909090909091,1.7804278604912036
2,0.2179104482060048,1.7772319106913324,0.25,1.7748559604991565
3,0.22089552269942725,1.7747014992272676,0.2878787878787879,1.7691982948418818
4,0.27164179120045989,1.7667026352526536,0.31818181818181818,1.7633675372961797
5,0.31641791058120444,1.7625708060478096,0.375,1.7578163110848628
6,0.36119403047348136,1.7562194706788703,0.43939393939393939,1.7522640878503972
7,0.36417910461105518,1.7473816384130449,0.48484848484848486,1.7466592571952126
8,0.42388059710388754,1.7406166293727818,0.55681818181818177,1.740898204572273
9,0.40895522512606719,1.7382381268401643,0.59848484848484851,1.735157431978168
10,0.46865671766338063,1.7264515641909928,0.65909090909090906,1.7293633728316335
11,0.48358208964120097,1.722791580299833,0.68939393939393945,1.7234371647690281
12,0.4925373143224574,1.7161020424828601,0.72348484848484851,1.7175275267976704
13,0.52537313504005545,1.7086191383760367,0.76136363636363635,1.7115375345403498
14,0.57014925479888912,1.7012281286182689,0.76515151515151514,1.7054045453216091
15,0.56417910501138491,1.6997931441264367,0.78787878787878785,1.6992632475766269
16,0.63880597103887526,1.6935054618920853,0.78787878787878785,1.6931236910097527
17,0.65671641844422068,1.68223348802595,0.80303030303030298,1.6868030302452319
18,0.65074626972426231,1.6781196352261216,0.81060606060606055,1.6804535388946533
19,0.68059701528122174,1.6742973840058739,0.81818181818181823,1.6741942925886675
20,0.69552238877139871,1.6616138184248512,0.82196969696969702,1.667794083103989
21,0.72238806059111416,1.6582270956751126,0.83333333333333337,1.6612255212032434
22,0.71940298596424845,1.6479007970041304,0.84469696969696972,1.6544521143942168
23,0.75820895557972923,1.6385645389556884,0.84469696969696972,1.6476507403633811
24,0.74626865742811521,1.6366298081269905,0.85227272727272729,1.6407676140467327
25,0.77014925408719193,1.6290715463125884,0.85606060606060608,1.6340807712439336
26,0.76417910501138486,1.6231948076789058,0.86363636363636365,1.6272018028028084
27,0.77910447796778892,1.6180287478575066,0.86363636363636365,1.6203225345322581
28,0.79104477700902454,1.6168080433091121,0.87121212121212122,1.61360574129856
29,0.80597014996542859,1.6004863525504496,0.875,1.6066608067714807
30,0.82089552238805974,1.6000759975234073,0.875,1.5995042107321999
31,0.83880597103887533,1.5861319289278628,0.87878787878787878,1.592462091734915
32,0.850746269012565,1.5778539792815252,0.88257575757575757,1.5855497916539509
33,0.84776119474154799,1.5726611261937156,0.88636363636363635,1.5783756646243008
34,0.84179104513196801,1.5592553128057451,0.89015151515151514,1.5712270664446282
35,0.83283582125137101,1.5641580489144395,0.89015151515151514,1.5642137960954146
36,0.87164179175647338,1.5487876472188467,0.89393939393939392,1.5571297840638594
37,0.9014925376692815,1.5430521619853688,0.89393939393939392,1.5498809236468691
38,0.85671641862214498,1.5332041946809682,0.89393939393939392,1.5426784031318896
39,0.87164179122270047,1.5315768170712598,0.89393939393939392,1.5354316812573057
40,0.88059701563707038,1.5181002520803195,0.88636363636363635,1.5281870726383093
41,0.8895522391618188,1.5053309533133437,0.88636363636363635,1.5206139810157544
42,0.90746268710093714,1.5048285541249744,0.88636363636363635,1.513134241104126
43,0.90149253784720573,1.4911957427636902,0.89015151515151514,1.5057745521718806
44,0.88955223898389446,1.4870245880155422,0.89015151515151514,1.498357426036488
45,0.90447761211822286,1.4851426085429404,0.89015151515151514,1.4910260908531421
46,0.90149253731343282,1.472474914878162,0.88636363636363635,1.4837249553564824
47,0.91641791080360979,1.4648859639665974,0.88636363636363635,1.4763745539116138
48,0.89552238823762575,1.4640585244591557,0.89015151515151514,1.4688447316487629
49,0.91940298525255115,1.4479134328329741,0.88636363636363635,1.4612867037455242
50,0.92537313486213113,1.4341407035713765,0.88636363636363635,1.4536516521916245
51,0.90746268674508845,1.4303785989533608,0.88636363636363635,1.4462243499177876
52,0.90149253731343282,1.4259275219333705,0.88636363636363635,1.4388865882700139
53,0.90746268710093714,1.4207781418045955,0.88636363636363635,1.431374672687415
54,0.93134328447171111,1.3998711575323077,0.88636363636363635,1.423836690006834
55,0.91343283582089552,1.3976307495316462,0.89015151515151514,1.4163195219906894
56,0.89850746286449146,1.4001025986315598,0.89015151515151514,1.4088247725457856
57,0.93134328393793819,1.3923822723217865,0.89015151515151514,1.401345628680605
58,0.92537313468420679,1.3871073484420777,0.89015151515151514,1.3939838770664099
59,0.91641791098153413,1.3788785247660396,0.89015151515151514,1.3865590240016128
60,0.94328358226747655,1.3659404089201743,0.89015151515151514,1.3793882348320701
61,0.93731343301374526,1.3527742090509898,0.89015151515151514,1.3721174579678159
62,0.92835820895522392,1.3593939613940111,0.89015151515151514,1.3648678786826856
63,0.91940298507462681,1.3412901668406245,0.89015151515151514,1.3575055346344456
64,0.92537313432835822,1.3312002085927708,0.89015151515151514,1.3501541325540254
65,0.92537313432835822,1.3174963879941115,0.89393939393939392,1.3426699349374482
66,0.93134328376001385,1.3150109924487214,0.89393939393939392,1.3349548144774004
67,0.92835820895522392,1.3169202430924374,0.89772727272727271,1.3275897539023198
68,0.94328358226747655,1.2937281722453102,0.89772727272727271,1.3202747395544341
69,0.93731343301374526,1.2934964286747264,0.90151515151515149,1.3130474668560606
